species	TD	non_TD	absolute_latitude	elevation	GHM	population	bio1	bio2	bio3	bio4	bio5	bio6	bio7	bio8	bio9	bio10	bio11	bio12	bio13	bio14	bio15	bio16	bio17	bio18	bio19	peo_bio1	peo_bio2	peo_bio3	peo_bio4	peo_bio5	peo_bio6	peo_bio7	peo_bio8	peo_bio9	peo_bio10	peo_bio11	peo_bio12	peo_bio13	peo_bio14	peo_bio15	peo_bio16	peo_bio17	peo_bio18	peo_bio19	vapr	wind	srad	npp	ALUM_SAT	BSAT	BULK	CEC_CLAY	CEC_SOIL	CLAY	CN_RATIO	COARSE	ELEC_COND	GYPSUM	ORG_CARBON	PH_WATER	REF_BULK	SAND	SILT	TCARBON_EQ	TEB	TOTAL_N	ESP	soil_phosphorus	leaf_phenology	growth_habit	height
Spirodela_polyrhiza	2068	17555	51	106.25	0.6	424.68	9.01	7.98	32.04	641.35	22.77	-2.37	25.14	11.77	4.69	16.97	1.3	760.63	87.21	41.37	22.79	243.8	140.16	212.6	171.41	-33.26	95.25	28.71	8651.06	125.59	-208.43	334.02	45.37	-113.43	69.85	-150.39	748.18	97.75	37.5	27.14	256.53	133.26	236.92	147.44	0.97	3.8	10471.85	2.64E+11	8.86	69.69	1.33	52.9	17.87	19.25	10.21	12.31	1.01	0.98	3.5	5.93	1.57	40.91	33.73	3.38	17.68	1.81	2.86	321.17	NA	herbs	0.008125
Striga_asiatica	2063	31363	3.38	536.96	0.41	419.02	22.97	10.59	60.93	207.15	31.31	14.09	17.23	23.6	21.36	25.39	20.36	1200.59	231.46	15.86	77.24	600.71	63.14	328.58	273.15	200.45	116.32	62.48	2018.75	288.34	101.73	186.61	211.01	180.04	224.71	173.68	1153.57	218.39	17.47	75.75	564.08	68.52	346.42	213.78	1.96	2.18	17404.44	3.91E+11	11.51	58.81	1.32	30.86	11.48	28.58	9.42	16.3	0.55	0.52	1.04	5.63	1.7	43.65	20.96	1.06	9.63	0.75	3.22	308.15	NA	herbs	NA
Striga_hermonthica	2949	26568	10.74	362.4	0.53	216.24	26.71	12.6	60.63	214.41	37.02	16.35	20.67	25.55	25.35	29.6	24.41	852.03	215.89	2.44	110.32	539.68	12.05	128.03	251.89	233.27	141.9	61.86	2123.06	340.58	114.66	225.92	233.16	213.44	260.55	206.23	684.31	169.87	1.68	109.1	438.13	8.82	118.01	112.34	1.83	2.08	19090.59	2.84E+11	5.93	66.59	1.32	33.29	10.67	24.74	8.71	16.36	0.65	0.54	0.57	5.72	1.59	47.15	17.76	1.45	11.56	0.5	4.35	360.66	NA	herbs	NA
Taxus_wallichiana	10318	33689	24.04	2008.55	0.32	238.6	13.48	9.17	46.03	425.18	22.79	1.96	20.83	17.14	9.48	18.22	7.86	1825.21	347.01	30.25	72.68	902.77	116.65	785.72	177.13	93.76	105.56	45.74	4528.45	198.17	-38.78	236.94	135.05	45.98	146.45	30.74	1720.41	334.39	21.9	74.16	866.68	90.24	785.67	142.3	1.3	2.28	15420.98	3.85E+11	13.86	49.99	1.23	34.76	11.31	23.26	7.52	12.41	0.66	0.83	0.75	4.86	1.5	33.39	26.26	0.7	8.47	0.67	1.8	387.74	EV	woody	NA
Tectona_grandis	6438	24730	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	D	woody	NA
Tetracentron_sinense	5993	26746	28.24	1517.96	0.49	287.04	13.24	9.14	35.83	613.92	25.24	-0.58	25.83	19.44	6.08	20.35	5.26	1143.91	217.68	15.9	74.97	583.99	59.73	560.01	75.94	89.23	99.68	36.93	5771.94	211.87	-55.14	267.01	146.22	16.33	158.94	8.84	1078.38	219.74	14.19	77.37	567.82	55.19	545.71	62.6	1.2	1.73	13471.74	3.36E+11	13.82	52.42	1.25	36.59	11.13	21.5	7.18	12.51	0.66	0.88	0.67	4.93	1.47	32.56	28.35	1.76	9.34	0.66	1.7	397.17	D	woody	NA
Theobroma_cacao	4928	24260	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EV	woody	12.17
Thlaspi_arvense	4331	22061	52.66	245.39	0.55	317.41	7.27	8.18	29.73	704.32	22.05	-5.19	27.24	12.03	2.36	16.05	-1.2	714.13	84.19	38.41	25.17	233.93	128.46	209.92	156.26	-83.45	91.86	26.91	9147.67	79.95	-261.05	340.99	1.08	-169.89	28.26	-204.37	709.87	100.29	32.91	36.33	262.68	115.02	242.25	128	0.85	3.57	10333.46	2.22E+11	10.58	65.42	1.34	51.28	15.26	17.46	9.63	14.35	0.81	1.15	2.66	5.76	1.51	42.66	32.15	3.18	14.58	1.36	2.43	343.6	NA	herbs	0.415
Thuja_plicata	9633	30026	49.15	260.38	0.43	382.01	8.6	8.31	35.5	517.5	21.45	-0.87	22.32	5.02	11.72	15.12	2.55	1186.98	171.99	39.85	39.52	483.5	142.24	162.23	424.94	-39.97	63.05	27.79	5662.72	60.02	-155.72	215.74	-60.54	-26.77	29.74	-112.97	1204.91	153.37	57.49	27.78	410.97	209.7	265.31	371.93	0.87	3.25	10760.58	3.03E+11	18.73	48.02	1.28	51.09	13.36	17.12	10.53	16.65	0.51	1.39	1.82	5.17	1.48	43.51	29.69	1.05	8.6	1.16	2.01	359.61	EV	woody	80
Torreya_grandis	14458	32631	29.52	466.97	0.63	736.03	15.83	8.49	28.62	791.72	30.53	0.5	30.03	21.32	8.23	25.23	5.78	1412.95	237.63	36.91	55.92	613.61	140.57	518.12	171.67	111.85	96.84	28.68	8261.99	281.55	-57.72	339.27	179.88	45.49	217.49	0.72	1258.73	216.05	21.83	61.84	584.23	96.32	487.63	152.59	1.52	2.29	14369.29	2.96E+11	11.14	39.94	0.94	25.26	8.44	18.31	5.64	10.07	0.51	0.55	0.43	3.84	1.16	24.16	21.52	1.42	6.18	0.45	1.38	334.85	NA	woody	25
Trifolium_pratense	5501	34416	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	herbs	0.4650271
Tripterygium_wilfordii	3697	27735	34.14	739.36	0.46	380.05	10.9	9.12	28.44	855.08	26.42	-5.79	32.21	19.81	1.15	21.06	0.09	1493.86	268.31	46.24	64.04	694.24	159.24	652.99	174.05	48.03	120.36	29.74	10059.93	238.08	-167.96	406.04	161.9	-71.34	171.92	-88.97	1431.27	303.13	28.48	78.44	749.8	110.05	712.4	123.74	1.15	2.73	13161.56	3.19E+11	14.3	50.85	1.22	41.71	11.35	16.3	8.99	16.69	0.59	1.05	1.27	5.23	1.44	40.45	29.6	0.78	7.15	0.88	1.99	392.8	NA	NA	NA
Utricularia_gibba	1544	23298	14.78	256.25	0.34	295.58	17.52	10.74	46.98	515.41	29.75	4.64	25.1	20.28	14.11	23.57	10.91	1240.4	187.91	43.51	48.75	505.21	152.28	351.7	233.09	86.57	119.77	45.75	6077.5	227.06	-63.42	290.48	106.84	63.3	159.95	6.62	1236.91	202.04	37.47	55.67	535.19	138.28	349.74	219.95	1.62	2.93	15761.68	4.25E+11	15.82	56.43	1.34	41.2	13.66	24.16	9.88	12.75	0.64	0.66	1.71	5.5	1.61	43.24	25.42	1.67	12.1	1.06	3.34	312.53	NA	herbs	0.1
Utricularia_reniformis	3875	37677	23.21	1195.34	0.2	214.4	15.93	10.14	57.26	242.92	23.98	6.61	17.38	18.53	13.13	18.8	12.87	1744.92	262.46	57.78	51.15	731.84	193.44	674.68	200.87	128.43	121.88	57.82	2745.94	225.98	17.4	208.58	158.21	93.61	161.78	91.74	1801.6	284.09	49.16	53.82	765.67	172.59	659.92	184.41	1.5	2.19	13976.95	8.02E+11	30.8	32.25	1.29	24.9	8.85	30.26	10.86	11.49	0.23	1.31	1.08	5.06	1.76	42.51	23.23	0.06	3.56	1.04	1.85	264.97	NA	herbs	NA
Vigna_mungo	3642	29087	25.52	604.38	0.64	1067.88	21.22	11.95	41.4	612.38	35.26	5.75	29.51	24.84	17.9	28.02	13.11	987.33	243.29	11.27	95.47	589.46	51.08	351.97	109.81	178.71	128.92	42.75	6016.37	321.39	14.75	306.64	227.37	140.5	247.97	94.09	890.46	216.52	11.79	90.92	509.66	52.27	392.94	102.81	1.69	1.62	17371.35	2.54E+11	3.85	55.49	1.01	38.1	10.44	17.26	6.21	9.62	1.15	1.14	0.61	4.76	1.21	29.6	21.62	3.58	16.85	0.53	5.04	355.91	NA	NA	NA
Vigna_unguiculata	6150	25798	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	herbs	0.36576
Vitis_riparia	6360	19745	43.32	241.28	0.55	485.43	8.38	10.55	27.91	994.58	27.39	-10.44	37.83	16.12	-2.39	20.28	-4.21	875.01	99.32	44.26	26.01	277.74	151.35	258.04	164.05	-137.49	97.47	26.61	10143.79	45.14	-317.82	362.96	-102.03	-203.79	-7.4	-260.39	858.03	133.5	33.48	44.34	345.18	122.85	213.9	140.56	0.93	3.72	13002.85	2.88E+11	5.44	72.61	1.36	51.01	13.94	19.55	8.26	12.3	0.94	0.79	1.09	5.81	1.53	35.67	34.13	3.97	15.59	0.92	1.89	281.63	D	woody	5.7564
Vitis_vinifera	5663	24264	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	D	woody	19.028
Zea_mays	3697	35894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	herbs	2.48768
Zizania_latifolia	3434	35355	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	herbs	NA
Ziziphus_jujuba	6907	23100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	D	woody	8
Zostera_marina	1613	19870	53.03	14.73	0.28	225.73	4.1	3.18	14.41	283.73	9.97	-0.9	10.87	4.59	3.5	7.69	0.8	471.3	59.56	21.43	15.43	165.85	72.32	106.96	124.35	-93.23	94.72	29.45	8560.58	64.83	-260.08	324.91	-20.6	-170.04	13.77	-204.31	944.61	142.26	38.08	42.9	362.67	137.15	301.89	185.01	0.46	2.37	5071.44	98077227642	10.16	43.9	0.99	36.4	10.55	11.59	7.75	11.96	0.56	0.82	2.13	4.24	1.1	36.02	21.92	1.53	9.26	1.05	2.21	170.73	NA	herbs	NA
